Learning rate,l2 penalty parameter,Batchsize,Number of Epochs,Performance
2,0.8,1280,320,0.222545
2,0.8,1280,640,0.222545
2,0.8,1280,1280,0.222545
2,0.8,1280,2560,0.222545
2,0.8,2560,5,0.231771
2,0.8,2560,10,0.231771
2,0.8,2560,20,0.231771
2,0.8,2560,40,0.231771
2,0.8,2560,80,0.231771
2,0.8,2560,160,0.231771
2,0.8,2560,320,0.231771
2,0.8,2560,640,0.231771
2,0.8,2560,1280,0.231771
2,0.8,2560,2560,0.231771
2,0.9,20,5,0.4472
2,0.9,20,10,0.4472
2,0.9,20,20,0.4472
2,0.9,20,40,0.4472
2,0.9,20,80,0.4472
2,0.9,20,160,0.4472
2,0.9,20,320,0.4472
2,0.9,20,640,0.4472
2,0.9,20,1280,0.4472
2,0.9,20,2560,0.4472
2,0.9,40,5,0.3512
2,0.9,40,10,0.3512
2,0.9,40,20,0.3512
2,0.9,40,40,0.3512
2,0.9,40,80,0.3512
2,0.9,40,160,0.3512
2,0.9,40,320,0.3512
2,0.9,40,640,0.3512
2,0.9,40,1280,0.3512
2,0.9,40,2560,0.3512
2,0.9,80,5,0.3158
2,0.9,80,10,0.3158
2,0.9,80,20,0.3158
2,0.9,80,40,0.3158
2,0.9,80,80,0.3158
2,0.9,80,160,0.3158
2,0.9,80,320,0.3158
2,0.9,80,640,0.3158
2,0.9,80,1280,0.3158
2,0.9,80,2560,0.3158
2,0.9,160,5,0.33629
2,0.9,160,10,0.33629
2,0.9,160,20,0.33629
2,0.9,160,40,0.33629
2,0.9,160,80,0.33629
2,0.9,160,160,0.33629
2,0.9,160,320,0.33629
2,0.9,160,640,0.33629
2,0.9,160,1280,0.33629
2,0.9,160,2560,0.33629
2,0.9,320,5,0.25
2,0.9,320,10,0.25
2,0.9,320,20,0.25
2,0.9,320,40,0.25
2,0.9,320,80,0.25
2,0.9,320,160,0.25
2,0.9,320,320,0.25
2,0.9,320,640,0.25
2,0.9,320,1280,0.25
2,0.9,320,2560,0.25
2,0.9,640,5,0.226146
2,0.9,640,10,0.226146
2,0.9,640,20,0.226146
2,0.9,640,40,0.226146
2,0.9,640,80,0.226146
2,0.9,640,160,0.226146
2,0.9,640,320,0.226146
2,0.9,640,640,0.226146
2,0.9,640,1280,0.226146
2,0.9,640,2560,0.226146
2,0.9,1280,5,0.22846
2,0.9,1280,10,0.22846
2,0.9,1280,20,0.22846
2,0.9,1280,40,0.22846
2,0.9,1280,80,0.22846
2,0.9,1280,160,0.22846
2,0.9,1280,320,0.22846
2,0.9,1280,640,0.22846
2,0.9,1280,1280,0.22846
2,0.9,1280,2560,0.22846
2,0.9,2560,5,0.236719
2,0.9,2560,10,0.236719
2,0.9,2560,20,0.236719
2,0.9,2560,40,0.236719
2,0.9,2560,80,0.236719
2,0.9,2560,160,0.236719
2,0.9,2560,320,0.236719
2,0.9,2560,640,0.236719
2,0.9,2560,1280,0.236719
2,0.9,2560,2560,0.236719
2,1,20,5,0.4684
2,1,20,10,0.4684
2,1,20,20,0.4684
2,1,20,40,0.4684
2,1,20,80,0.4684
2,1,20,160,0.4684
2,1,20,320,0.4684
2,1,20,640,0.4684
2,1,20,1280,0.4684
2,1,20,2560,0.4684
2,1,40,5,0.3664
2,1,40,10,0.3664
2,1,40,20,0.3664
2,1,40,40,0.3664
2,1,40,80,0.3664
2,1,40,160,0.3664
2,1,40,320,0.3664
2,1,40,640,0.3664
2,1,40,1280,0.3664
2,1,40,2560,0.3664
2,1,80,5,0.3255
2,1,80,10,0.3255
2,1,80,20,0.3255
2,1,80,40,0.3255
2,1,80,80,0.3255
2,1,80,160,0.3255
2,1,80,320,0.3255
2,1,80,640,0.3255
2,1,80,1280,0.3255
2,1,80,2560,0.3255
2,1,160,5,0.353629
2,1,160,10,0.353629
2,1,160,20,0.353629
2,1,160,40,0.353629
2,1,160,80,0.353629
2,1,160,160,0.353629
2,1,160,320,0.353629
2,1,160,640,0.353629
2,1,160,1280,0.353629
2,1,160,2560,0.353629
2,1,320,5,0.264315
2,1,320,10,0.264315
2,1,320,20,0.264315
2,1,320,40,0.264315
2,1,320,80,0.264315
2,1,320,160,0.264315
2,1,320,320,0.264315
2,1,320,640,0.264315
2,1,320,1280,0.264315
2,1,320,2560,0.264315
2,1,640,5,0.236146
2,1,640,10,0.236146
2,1,640,20,0.236146
2,1,640,40,0.236146
2,1,640,80,0.236146
2,1,640,160,0.236146
2,1,640,320,0.236146
2,1,640,640,0.236146
2,1,640,1280,0.236146
2,1,640,2560,0.236146
2,1,1280,5,0.233705
2,1,1280,10,0.233705
2,1,1280,20,0.233705
2,1,1280,40,0.233705
2,1,1280,80,0.233705
2,1,1280,160,0.233705
2,1,1280,320,0.233705
2,1,1280,640,0.233705
2,1,1280,1280,0.233705
2,1,1280,2560,0.233705
2,1,2560,5,0.243359
2,1,2560,10,0.243359
2,1,2560,20,0.243359
2,1,2560,40,0.243359
2,1,2560,80,0.243359
2,1,2560,160,0.243359
2,1,2560,320,0.243359
2,1,2560,640,0.243359
2,1,2560,1280,0.243359
2,1,2560,2560,0.243359
3,0,20,5,0.0777
3,0,20,10,0.0729
3,0,20,20,0.07
3,0,20,40,0.0692
3,0,20,80,0.0692
3,0,20,160,0.0692
3,0,20,320,0.0692
3,0,20,640,0.0692
3,0,20,1280,0.0692
3,0,20,2560,0.0692
3,0,40,5,0.0814
3,0,40,10,0.077
3,0,40,20,0.0726
3,0,40,40,0.0694
3,0,40,80,0.0685
3,0,40,160,0.0685
3,0,40,320,0.0685
3,0,40,640,0.0685
3,0,40,1280,0.0685
3,0,40,2560,0.0685
3,0,80,5,0.0841
3,0,80,10,0.0806
3,0,80,20,0.0766
3,0,80,40,0.0717
3,0,80,80,0.071
3,0,80,160,0.071
3,0,80,320,0.071
3,0,80,640,0.071
3,0,80,1280,0.071
3,0,80,2560,0.071
3,0,160,5,0.091331
3,0,160,10,0.083569
3,0,160,20,0.080141
3,0,160,40,0.076411
3,0,160,80,0.072581
3,0,160,160,0.071069
3,0,160,320,0.071069
3,0,160,640,0.071069
3,0,160,1280,0.071069
3,0,160,2560,0.071069
3,0,320,5,0.098589
3,0,320,10,0.09123
3,0,320,20,0.083669
3,0,320,40,0.080242
3,0,320,80,0.075907
3,0,320,160,0.074294
3,0,320,320,0.074294
3,0,320,640,0.074294
3,0,320,1280,0.074294
3,0,320,2560,0.074294
3,0,640,5,0.110833
3,0,640,10,0.099062
3,0,640,20,0.091146
3,0,640,40,0.083854
3,0,640,80,0.082188
3,0,640,160,0.082188
3,0,640,320,0.082188
3,0,640,640,0.082188
3,0,640,1280,0.082188
3,0,640,2560,0.082188
3,0,1280,5,0.128125
3,0,1280,10,0.114397
3,0,1280,20,0.101897
3,0,1280,40,0.093973
3,0,1280,80,0.086049
3,0,1280,160,0.082478
3,0,1280,320,0.079353
3,0,1280,640,0.079353
3,0,1280,1280,0.079353
3,0,1280,2560,0.079353
3,0,2560,5,0.156901
3,0,2560,10,0.136328
3,0,2560,20,0.120833
3,0,2560,40,0.106771
3,0,2560,80,0.098698
3,0,2560,160,0.091927
3,0,2560,320,0.088542
3,0,2560,640,0.088542
3,0,2560,1280,0.088542
3,0,2560,2560,0.088542
3,0.1,20,5,0.1383
3,0.1,20,10,0.1383
3,0.1,20,20,0.1383
3,0.1,20,40,0.1383
3,0.1,20,80,0.1383
3,0.1,20,160,0.1383
3,0.1,20,320,0.1383
3,0.1,20,640,0.1383
3,0.1,20,1280,0.1383
3,0.1,20,2560,0.1383
3,0.1,40,5,0.1347
3,0.1,40,10,0.1347
3,0.1,40,20,0.1347
3,0.1,40,40,0.1347
3,0.1,40,80,0.1347
3,0.1,40,160,0.1347
3,0.1,40,320,0.1347
3,0.1,40,640,0.1347
3,0.1,40,1280,0.1347
3,0.1,40,2560,0.1347
3,0.1,80,5,0.1348
3,0.1,80,10,0.1348
3,0.1,80,20,0.1348
3,0.1,80,40,0.1348
3,0.1,80,80,0.1348
3,0.1,80,160,0.1348
3,0.1,80,320,0.1348
3,0.1,80,640,0.1348
3,0.1,80,1280,0.1348
3,0.1,80,2560,0.1348
3,0.1,160,5,0.135282
3,0.1,160,10,0.135282
3,0.1,160,20,0.135282
3,0.1,160,40,0.135282
3,0.1,160,80,0.135282
3,0.1,160,160,0.135282
3,0.1,160,320,0.135282
3,0.1,160,640,0.135282
3,0.1,160,1280,0.135282
3,0.1,160,2560,0.135282
3,0.1,320,5,0.135383
3,0.1,320,10,0.134476
3,0.1,320,20,0.134476
3,0.1,320,40,0.134476
3,0.1,320,80,0.134476
3,0.1,320,160,0.134476
3,0.1,320,320,0.134476
3,0.1,320,640,0.134476
3,0.1,320,1280,0.134476
3,0.1,320,2560,0.134476
3,0.1,640,5,0.138125
3,0.1,640,10,0.135625
3,0.1,640,20,0.134792
3,0.1,640,40,0.134792
3,0.1,640,80,0.134792
3,0.1,640,160,0.134792
3,0.1,640,320,0.134792
3,0.1,640,640,0.134792
3,0.1,640,1280,0.134792
3,0.1,640,2560,0.134792
3,0.1,1280,5,0.14721
3,0.1,1280,10,0.141295
3,0.1,1280,20,0.140513
3,0.1,1280,40,0.139397
3,0.1,1280,80,0.139286
3,0.1,1280,160,0.139286
3,0.1,1280,320,0.139286
3,0.1,1280,640,0.139286
3,0.1,1280,1280,0.139286
3,0.1,1280,2560,0.139286
3,0.1,2560,5,0.165365
3,0.1,2560,10,0.155599
3,0.1,2560,20,0.149089
3,0.1,2560,40,0.148568
3,0.1,2560,80,0.147266
3,0.1,2560,160,0.146615
3,0.1,2560,320,0.146615
3,0.1,2560,640,0.146615
3,0.1,2560,1280,0.146615
3,0.1,2560,2560,0.146615
3,0.2,20,5,0.17
3,0.2,20,10,0.17
3,0.2,20,20,0.17
3,0.2,20,40,0.17
3,0.2,20,80,0.17
3,0.2,20,160,0.17
3,0.2,20,320,0.17
3,0.2,20,640,0.17
3,0.2,20,1280,0.17
3,0.2,20,2560,0.17
3,0.2,40,5,0.1585
3,0.2,40,10,0.1585
3,0.2,40,20,0.1585
3,0.2,40,40,0.1585
3,0.2,40,80,0.1585
3,0.2,40,160,0.1585
3,0.2,40,320,0.1585
3,0.2,40,640,0.1585
3,0.2,40,1280,0.1585
3,0.2,40,2560,0.1585
3,0.2,80,5,0.1566
3,0.2,80,10,0.1566
3,0.2,80,20,0.1566
3,0.2,80,40,0.1566
3,0.2,80,80,0.1566
3,0.2,80,160,0.1566
3,0.2,80,320,0.1566
3,0.2,80,640,0.1566
3,0.2,80,1280,0.1566
3,0.2,80,2560,0.1566
3,0.2,160,5,0.15877
3,0.2,160,10,0.15877
3,0.2,160,20,0.15877
3,0.2,160,40,0.15877
3,0.2,160,80,0.15877
3,0.2,160,160,0.15877
3,0.2,160,320,0.15877
3,0.2,160,640,0.15877
3,0.2,160,1280,0.15877
3,0.2,160,2560,0.15877
3,0.2,320,5,0.158468
3,0.2,320,10,0.158468
3,0.2,320,20,0.158468
3,0.2,320,40,0.158468
3,0.2,320,80,0.158468
3,0.2,320,160,0.158468
3,0.2,320,320,0.158468
3,0.2,320,640,0.158468
3,0.2,320,1280,0.158468
3,0.2,320,2560,0.158468
3,0.2,640,5,0.158437
3,0.2,640,10,0.158437
3,0.2,640,20,0.158437
3,0.2,640,40,0.158437
3,0.2,640,80,0.158437
3,0.2,640,160,0.158437
3,0.2,640,320,0.158437
3,0.2,640,640,0.158437
3,0.2,640,1280,0.158437
3,0.2,640,2560,0.158437
3,0.2,1280,5,0.163839
3,0.2,1280,10,0.161719
3,0.2,1280,20,0.161496
3,0.2,1280,40,0.161496
3,0.2,1280,80,0.161496
3,0.2,1280,160,0.161496
3,0.2,1280,320,0.161496
3,0.2,1280,640,0.161496
3,0.2,1280,1280,0.161496
3,0.2,1280,2560,0.161496
3,0.2,2560,5,0.176562
3,0.2,2560,10,0.170313
3,0.2,2560,20,0.167969
3,0.2,2560,40,0.167708
3,0.2,2560,80,0.167708
3,0.2,2560,160,0.167708
3,0.2,2560,320,0.167708
3,0.2,2560,640,0.167708
3,0.2,2560,1280,0.167708
3,0.2,2560,2560,0.167708
3,0.3,20,5,0.1986
3,0.3,20,10,0.1986
3,0.3,20,20,0.1986
3,0.3,20,40,0.1986
3,0.3,20,80,0.1986
3,0.3,20,160,0.1986
3,0.3,20,320,0.1986
3,0.3,20,640,0.1986
3,0.3,20,1280,0.1986
3,0.3,20,2560,0.1986
3,0.3,40,5,0.1771
3,0.3,40,10,0.1771
3,0.3,40,20,0.1771
3,0.3,40,40,0.1771
3,0.3,40,80,0.1771
3,0.3,40,160,0.1771
3,0.3,40,320,0.1771
3,0.3,40,640,0.1771
3,0.3,40,1280,0.1771
3,0.3,40,2560,0.1771
3,0.3,80,5,0.1711
3,0.3,80,10,0.1711
3,0.3,80,20,0.1711
3,0.3,80,40,0.1711
3,0.3,80,80,0.1711
3,0.3,80,160,0.1711
3,0.3,80,320,0.1711
3,0.3,80,640,0.1711
3,0.3,80,1280,0.1711
3,0.3,80,2560,0.1711
3,0.3,160,5,0.173185
3,0.3,160,10,0.173185
3,0.3,160,20,0.173185
3,0.3,160,40,0.173185
3,0.3,160,80,0.173185
3,0.3,160,160,0.173185
3,0.3,160,320,0.173185
3,0.3,160,640,0.173185
3,0.3,160,1280,0.173185
3,0.3,160,2560,0.173185
3,0.3,320,5,0.172077
3,0.3,320,10,0.172077
3,0.3,320,20,0.172077
3,0.3,320,40,0.172077
3,0.3,320,80,0.172077
3,0.3,320,160,0.172077
3,0.3,320,320,0.172077
3,0.3,320,640,0.172077
3,0.3,320,1280,0.172077
3,0.3,320,2560,0.172077
3,0.3,640,5,0.172083
3,0.3,640,10,0.172083
3,0.3,640,20,0.172083
3,0.3,640,40,0.172083
3,0.3,640,80,0.172083
3,0.3,640,160,0.172083
3,0.3,640,320,0.172083
3,0.3,640,640,0.172083
3,0.3,640,1280,0.172083
3,0.3,640,2560,0.172083
3,0.3,1280,5,0.177679
3,0.3,1280,10,0.175781
3,0.3,1280,20,0.175781
3,0.3,1280,40,0.175781
3,0.3,1280,80,0.175781
3,0.3,1280,160,0.175781
3,0.3,1280,320,0.175781
3,0.3,1280,640,0.175781
3,0.3,1280,1280,0.175781
3,0.3,1280,2560,0.175781
3,0.3,2560,5,0.1875
3,0.3,2560,10,0.183984
3,0.3,2560,20,0.182031
3,0.3,2560,40,0.182031
3,0.3,2560,80,0.182031
3,0.3,2560,160,0.182031
3,0.3,2560,320,0.182031
3,0.3,2560,640,0.182031
3,0.3,2560,1280,0.182031
3,0.3,2560,2560,0.182031
3,0.4,20,5,0.2269
3,0.4,20,10,0.2269
3,0.4,20,20,0.2269
3,0.4,20,40,0.2269
3,0.4,20,80,0.2269
3,0.4,20,160,0.2269
3,0.4,20,320,0.2269
3,0.4,20,640,0.2269
3,0.4,20,1280,0.2269
3,0.4,20,2560,0.2269
3,0.4,40,5,0.1969
3,0.4,40,10,0.1969
3,0.4,40,20,0.1969
3,0.4,40,40,0.1969
3,0.4,40,80,0.1969
3,0.4,40,160,0.1969
3,0.4,40,320,0.1969
3,0.4,40,640,0.1969
3,0.4,40,1280,0.1969
3,0.4,40,2560,0.1969
3,0.4,80,5,0.1839
3,0.4,80,10,0.1839
3,0.4,80,20,0.1839
3,0.4,80,40,0.1839
3,0.4,80,80,0.1839
3,0.4,80,160,0.1839
3,0.4,80,320,0.1839
3,0.4,80,640,0.1839
3,0.4,80,1280,0.1839
3,0.4,80,2560,0.1839
3,0.4,160,5,0.183669
3,0.4,160,10,0.183669
3,0.4,160,20,0.183669
3,0.4,160,40,0.183669
3,0.4,160,80,0.183669
3,0.4,160,160,0.183669
3,0.4,160,320,0.183669
3,0.4,160,640,0.183669
3,0.4,160,1280,0.183669
3,0.4,160,2560,0.183669
3,0.4,320,5,0.184677
3,0.4,320,10,0.184677
3,0.4,320,20,0.184677
3,0.4,320,40,0.184677
3,0.4,320,80,0.184677
3,0.4,320,160,0.184677
3,0.4,320,320,0.184677
3,0.4,320,640,0.184677
3,0.4,320,1280,0.184677
3,0.4,320,2560,0.184677
3,0.4,640,5,0.184896
3,0.4,640,10,0.184896
3,0.4,640,20,0.184896
3,0.4,640,40,0.184896
3,0.4,640,80,0.184896
3,0.4,640,160,0.184896
3,0.4,640,320,0.184896
3,0.4,640,640,0.184896
3,0.4,640,1280,0.184896
3,0.4,640,2560,0.184896
3,0.4,1280,5,0.186942
3,0.4,1280,10,0.186942
3,0.4,1280,20,0.186942
3,0.4,1280,40,0.186942
3,0.4,1280,80,0.186942
3,0.4,1280,160,0.186942
3,0.4,1280,320,0.186942
3,0.4,1280,640,0.186942
3,0.4,1280,1280,0.186942
3,0.4,1280,2560,0.186942
3,0.4,2560,5,0.196094
3,0.4,2560,10,0.194531
3,0.4,2560,20,0.194531
3,0.4,2560,40,0.194531
3,0.4,2560,80,0.194531
3,0.4,2560,160,0.194531
3,0.4,2560,320,0.194531
3,0.4,2560,640,0.194531
3,0.4,2560,1280,0.194531
3,0.4,2560,2560,0.194531
3,0.5,20,5,0.2514
3,0.5,20,10,0.2514
3,0.5,20,20,0.2514
3,0.5,20,40,0.2514
3,0.5,20,80,0.2514
3,0.5,20,160,0.2514
3,0.5,20,320,0.2514
3,0.5,20,640,0.2514
3,0.5,20,1280,0.2514
3,0.5,20,2560,0.2514
3,0.5,40,5,0.2187
3,0.5,40,10,0.2187
3,0.5,40,20,0.2187
3,0.5,40,40,0.2187
3,0.5,40,80,0.2187
3,0.5,40,160,0.2187
3,0.5,40,320,0.2187
3,0.5,40,640,0.2187
3,0.5,40,1280,0.2187
3,0.5,40,2560,0.2187
3,0.5,80,5,0.1977
3,0.5,80,10,0.1977
3,0.5,80,20,0.1977
3,0.5,80,40,0.1977
3,0.5,80,80,0.1977
3,0.5,80,160,0.1977
3,0.5,80,320,0.1977
3,0.5,80,640,0.1977
3,0.5,80,1280,0.1977
3,0.5,80,2560,0.1977
3,0.5,160,5,0.19244
3,0.5,160,10,0.19244
3,0.5,160,20,0.19244
3,0.5,160,40,0.19244
3,0.5,160,80,0.19244
3,0.5,160,160,0.19244
3,0.5,160,320,0.19244
3,0.5,160,640,0.19244
3,0.5,160,1280,0.19244
3,0.5,160,2560,0.19244
3,0.5,320,5,0.193246
3,0.5,320,10,0.193246
3,0.5,320,20,0.193246
3,0.5,320,40,0.193246
3,0.5,320,80,0.193246
3,0.5,320,160,0.193246
3,0.5,320,320,0.193246
3,0.5,320,640,0.193246
3,0.5,320,1280,0.193246
3,0.5,320,2560,0.193246
3,0.5,640,5,0.194896
3,0.5,640,10,0.194896
3,0.5,640,20,0.194896
3,0.5,640,40,0.194896
3,0.5,640,80,0.194896
3,0.5,640,160,0.194896
3,0.5,640,320,0.194896
3,0.5,640,640,0.194896
3,0.5,640,1280,0.194896
3,0.5,640,2560,0.194896
3,0.5,1280,5,0.197545
3,0.5,1280,10,0.197545
3,0.5,1280,20,0.197545
3,0.5,1280,40,0.197545
3,0.5,1280,80,0.197545
3,0.5,1280,160,0.197545
3,0.5,1280,320,0.197545
3,0.5,1280,640,0.197545
3,0.5,1280,1280,0.197545
3,0.5,1280,2560,0.197545
3,0.5,2560,5,0.204557
3,0.5,2560,10,0.203516
3,0.5,2560,20,0.203516
3,0.5,2560,40,0.203516
3,0.5,2560,80,0.203516
3,0.5,2560,160,0.203516
3,0.5,2560,320,0.203516
3,0.5,2560,640,0.203516
3,0.5,2560,1280,0.203516
3,0.5,2560,2560,0.203516
3,0.6,20,5,0.2757
3,0.6,20,10,0.2757
3,0.6,20,20,0.2757
3,0.6,20,40,0.2757
3,0.6,20,80,0.2757
3,0.6,20,160,0.2757
3,0.6,20,320,0.2757
3,0.6,20,640,0.2757
3,0.6,20,1280,0.2757
3,0.6,20,2560,0.2757
3,0.6,40,5,0.2436
3,0.6,40,10,0.2436
3,0.6,40,20,0.2436
3,0.6,40,40,0.2436
3,0.6,40,80,0.2436
3,0.6,40,160,0.2436
3,0.6,40,320,0.2436
3,0.6,40,640,0.2436
3,0.6,40,1280,0.2436
3,0.6,40,2560,0.2436
3,0.6,80,5,0.2103
3,0.6,80,10,0.2103
3,0.6,80,20,0.2103
3,0.6,80,40,0.2103
3,0.6,80,80,0.2103
3,0.6,80,160,0.2103
3,0.6,80,320,0.2103
3,0.6,80,640,0.2103
3,0.6,80,1280,0.2103
3,0.6,80,2560,0.2103
3,0.6,160,5,0.200806
3,0.6,160,10,0.200806
3,0.6,160,20,0.200806
3,0.6,160,40,0.200806
3,0.6,160,80,0.200806
3,0.6,160,160,0.200806
3,0.6,160,320,0.200806
3,0.6,160,640,0.200806
3,0.6,160,1280,0.200806
3,0.6,160,2560,0.200806
3,0.6,320,5,0.20121
3,0.6,320,10,0.20121
3,0.6,320,20,0.20121
3,0.6,320,40,0.20121
3,0.6,320,80,0.20121
3,0.6,320,160,0.20121
3,0.6,320,320,0.20121
3,0.6,320,640,0.20121
3,0.6,320,1280,0.20121
3,0.6,320,2560,0.20121
3,0.6,640,5,0.203854
3,0.6,640,10,0.203854
3,0.6,640,20,0.203854
3,0.6,640,40,0.203854
3,0.6,640,80,0.203854
3,0.6,640,160,0.203854
3,0.6,640,320,0.203854
3,0.6,640,640,0.203854
3,0.6,640,1280,0.203854
3,0.6,640,2560,0.203854
3,0.6,1280,5,0.205134
3,0.6,1280,10,0.205134
3,0.6,1280,20,0.205134
3,0.6,1280,40,0.205134
3,0.6,1280,80,0.205134
3,0.6,1280,160,0.205134
3,0.6,1280,320,0.205134
3,0.6,1280,640,0.205134
3,0.6,1280,1280,0.205134
3,0.6,1280,2560,0.205134
3,0.6,2560,5,0.211589
3,0.6,2560,10,0.210417
3,0.6,2560,20,0.210417
3,0.6,2560,40,0.210417
3,0.6,2560,80,0.210417
3,0.6,2560,160,0.210417
3,0.6,2560,320,0.210417
3,0.6,2560,640,0.210417
3,0.6,2560,1280,0.210417
3,0.6,2560,2560,0.210417
3,0.7,20,5,0.2949
3,0.7,20,10,0.2949
3,0.7,20,20,0.2949
3,0.7,20,40,0.2949
3,0.7,20,80,0.2949
3,0.7,20,160,0.2949
3,0.7,20,320,0.2949
3,0.7,20,640,0.2949
3,0.7,20,1280,0.2949
3,0.7,20,2560,0.2949
3,0.7,40,5,0.2643
3,0.7,40,10,0.2643
3,0.7,40,20,0.2643
3,0.7,40,40,0.2643
3,0.7,40,80,0.2643
3,0.7,40,160,0.2643
3,0.7,40,320,0.2643
3,0.7,40,640,0.2643
3,0.7,40,1280,0.2643
3,0.7,40,2560,0.2643
3,0.7,80,5,0.2247
3,0.7,80,10,0.2247
3,0.7,80,20,0.2247
3,0.7,80,40,0.2247
3,0.7,80,80,0.2247
3,0.7,80,160,0.2247
3,0.7,80,320,0.2247
3,0.7,80,640,0.2247
3,0.7,80,1280,0.2247
3,0.7,80,2560,0.2247
3,0.7,160,5,0.209879
3,0.7,160,10,0.209879
3,0.7,160,20,0.209879
3,0.7,160,40,0.209879
3,0.7,160,80,0.209879
3,0.7,160,160,0.209879
3,0.7,160,320,0.209879
3,0.7,160,640,0.209879
3,0.7,160,1280,0.209879
3,0.7,160,2560,0.209879
3,0.7,320,5,0.207258
3,0.7,320,10,0.207258
3,0.7,320,20,0.207258
3,0.7,320,40,0.207258
3,0.7,320,80,0.207258
3,0.7,320,160,0.207258
3,0.7,320,320,0.207258
3,0.7,320,640,0.207258
3,0.7,320,1280,0.207258
3,0.7,320,2560,0.207258
3,0.7,640,5,0.210104
3,0.7,640,10,0.210104
3,0.7,640,20,0.210104
3,0.7,640,40,0.210104
3,0.7,640,80,0.210104
3,0.7,640,160,0.210104
3,0.7,640,320,0.210104
3,0.7,640,640,0.210104
3,0.7,640,1280,0.210104
3,0.7,640,2560,0.210104
3,0.7,1280,5,0.212054
3,0.7,1280,10,0.212054
3,0.7,1280,20,0.212054
3,0.7,1280,40,0.212054
3,0.7,1280,80,0.212054
3,0.7,1280,160,0.212054
3,0.7,1280,320,0.212054
3,0.7,1280,640,0.212054
3,0.7,1280,1280,0.212054
3,0.7,1280,2560,0.212054
3,0.7,2560,5,0.217839
3,0.7,2560,10,0.216667
3,0.7,2560,20,0.216667
3,0.7,2560,40,0.216667
3,0.7,2560,80,0.216667
3,0.7,2560,160,0.216667
3,0.7,2560,320,0.216667
3,0.7,2560,640,0.216667
3,0.7,2560,1280,0.216667
3,0.7,2560,2560,0.216667
3,0.8,20,5,0.3121
3,0.8,20,10,0.3121
3,0.8,20,20,0.3121
3,0.8,20,40,0.3121
3,0.8,20,80,0.3121
3,0.8,20,160,0.3121
3,0.8,20,320,0.3121
3,0.8,20,640,0.3121
3,0.8,20,1280,0.3121
3,0.8,20,2560,0.3121
3,0.8,40,5,0.2835
3,0.8,40,10,0.2835
3,0.8,40,20,0.2835
3,0.8,40,40,0.2835
3,0.8,40,80,0.2835
3,0.8,40,160,0.2835
3,0.8,40,320,0.2835
3,0.8,40,640,0.2835
3,0.8,40,1280,0.2835
3,0.8,40,2560,0.2835
3,0.8,80,5,0.2388
3,0.8,80,10,0.2388
3,0.8,80,20,0.2388
3,0.8,80,40,0.2388
3,0.8,80,80,0.2388
3,0.8,80,160,0.2388
3,0.8,80,320,0.2388
3,0.8,80,640,0.2388
3,0.8,80,1280,0.2388
3,0.8,80,2560,0.2388
3,0.8,160,5,0.218145
3,0.8,160,10,0.218145
3,0.8,160,20,0.218145
3,0.8,160,40,0.218145
3,0.8,160,80,0.218145
3,0.8,160,160,0.218145
3,0.8,160,320,0.218145
3,0.8,160,640,0.218145
3,0.8,160,1280,0.218145
3,0.8,160,2560,0.218145
3,0.8,320,5,0.212399
3,0.8,320,10,0.212399
3,0.8,320,20,0.212399
3,0.8,320,40,0.212399
3,0.8,320,80,0.212399
3,0.8,320,160,0.212399
3,0.8,320,320,0.212399
3,0.8,320,640,0.212399
3,0.8,320,1280,0.212399
3,0.8,320,2560,0.212399
3,0.8,640,5,0.217187
3,0.8,640,10,0.217187
3,0.8,640,20,0.217187
3,0.8,640,40,0.217187
3,0.8,640,80,0.217187
3,0.8,640,160,0.217187
3,0.8,640,320,0.217187
3,0.8,640,640,0.217187
3,0.8,640,1280,0.217187
3,0.8,640,2560,0.217187
3,0.8,1280,5,0.218192
3,0.8,1280,10,0.218192
3,0.8,1280,20,0.218192
3,0.8,1280,40,0.218192
3,0.8,1280,80,0.218192
3,0.8,1280,160,0.218192
3,0.8,1280,320,0.218192
3,0.8,1280,640,0.218192
3,0.8,1280,1280,0.218192
3,0.8,1280,2560,0.218192
3,0.8,2560,5,0.223177
3,0.8,2560,10,0.222786
3,0.8,2560,20,0.222786
3,0.8,2560,40,0.222786
3,0.8,2560,80,0.222786
3,0.8,2560,160,0.222786
3,0.8,2560,320,0.222786
3,0.8,2560,640,0.222786
3,0.8,2560,1280,0.222786
3,0.8,2560,2560,0.222786
3,0.9,20,5,0.3238
3,0.9,20,10,0.3238
3,0.9,20,20,0.3238
3,0.9,20,40,0.3238
3,0.9,20,80,0.3238
3,0.9,20,160,0.3238
3,0.9,20,320,0.3238
3,0.9,20,640,0.3238
3,0.9,20,1280,0.3238
3,0.9,20,2560,0.3238
3,0.9,40,5,0.3019
3,0.9,40,10,0.3019
3,0.9,40,20,0.3019
3,0.9,40,40,0.3019
3,0.9,40,80,0.3019
3,0.9,40,160,0.3019
3,0.9,40,320,0.3019
3,0.9,40,640,0.3019
3,0.9,40,1280,0.3019
3,0.9,40,2560,0.3019
3,0.9,80,5,0.2569
3,0.9,80,10,0.2569
3,0.9,80,20,0.2569
3,0.9,80,40,0.2569
3,0.9,80,80,0.2569
3,0.9,80,160,0.2569
3,0.9,80,320,0.2569
3,0.9,80,640,0.2569
3,0.9,80,1280,0.2569
3,0.9,80,2560,0.2569
3,0.9,160,5,0.229032
3,0.9,160,10,0.229032
